icao,municipality,country,name,lat,lon
SDMZ,São Bernardo do Campo,BR,Mercedes Benz do Brasil S/A Heliport,-23.66330,-46.57920
SDNA,Comendador Gomes,BR,Fazenda Vale Verde Airport,-19.67194,-48.99472
SDND,Narandiba,BR,Fazenda Nova Damasco Airport,-22.48397,-51.52904
SDNE,Marabá Paulista,BR,Fazenda São Joaquim Airport,-22.19900,-51.97556
SDNH,Novo Horizonte,BR,Novo Horizonte Airport,-21.49755,-49.23444
SDNI,Cotia,BR,Nascimento I Airport,-23.61940,-46.98325
SDNJ,Capão Bonito,BR,Nascimento II Airport,-24.07234,-48.22181
SDNK,Primavera do Leste,BR,Fazenda Vitória Airport,-14.96499,-54.05859
SDNM,Nova Mutum,BR,Brigadeiro Eduardo Gomes Airport,-13.82102,-56.03859
SDNN,São Paulo,BR,Birmann 21 Helipad,-23.56557,-46.70224
SDNO,São Manuel,BR,São Manuel Airport,-22.69580,-48.57660
SDNP,São Paulo,BR,Condomínio Conde Matarazzo Heliport,-23.54743,-46.63740
SDNQ,Senador Guiomard,BR,Fazenda Água Limpa,-9.98057,-67.49111
SDNR,São Paulo,BR,Banco Santander Heliport,-23.65208,-46.71386
SDNT,Porto Nacional,BR,Fazenda Terra Prometida Airport,-10.41444,-48.25667
SDNU,Rio de Janeiro,BR,Ministro Nelson Hungria Heliport,-22.90607,-43.17265
SDNV,Altamira,BR,Aldeia Nacepoti Airport,-9.50389,-54.01194
SDNX,Angra dos Reis,BR,SEC Heliport,-23.04208,-44.19211
SDOA,Barra do Corda,BR,Fazenda Lagoa da Floresta Airport,-5.48682,-45.08306
SDOB,Tapiratiba,BR,Fazenda São José O.B. Airport,-21.42520,-46.75430
SDOC,São Paulo,BR,Hospital do Coração Heliport,-23.57313,-46.64357
SDOD,Barra Do Corda,BR,Fazenda Vida Airport,-5.83736,-45.53085
SDOE,Grajaú,BR,Fazenda Sibéria Airport,-5.71940,-45.77974
SDOF,Ipojuca,BR,Enseadinha Heliport,-8.54972,-35.00722
SDOG,Guarujá,BR,Península Heliport,-23.99718,-46.20320
SDOH,Pouso Alegre,BR,Cimed Heliport,-22.22202,-45.87802
SDOI,Boituva,BR,Centro Nacional de Pára-quedismo Airport,-23.29834,-47.69245
SDOK,Jundiaí,BR,Casas Bahia Heliport,-23.23600,-46.86587
SDOL,Tapurah,BR,Fazenda Agropesp Airport,-12.44231,-56.90768
SDON,São Paulo,BR,Ônix Helipad,-23.55156,-46.72227
SDOO,Goiânia,BR,Órion Helipad,-16.69689,-49.26978
SDOP,Hortolândia,BR,ESM/Sigma Pharma 2 Helipad,-22.89586,-47.19053
SDOQ,Ribeirão Cascalheira,BR,Fazenda Campo Claro Airstrip,-12.67435,-51.73929
SDOR,Orlândia,BR,Fazenda Mosquito Airport,-20.74739,-47.88981
SDOT,São Paulo,BR,Attilio Tinelli Helipad,-23.60245,-46.69356
SDOU,Ourinhos,BR,Jornalista Benedito Pimentel Airport,-22.96660,-49.91205
SDOV,Mozarlândia,BR,Mozarlândia Airport,-14.77057,-50.56420
SDOW,Ourilândia do Norte,BR,Ourilândia do Norte Airport,-6.76299,-51.04993
SDOX,São Carlos,BR,Fazenda Pixoxó Airport,-7.01610,-49.36600
SDOZ,Apiacás,BR,Aldeia Pontal Airport,-22.20739,-43.09636
SDPA,Mangaratiba,BR,Fazenda Portobello Airport,-22.92713,-44.08019
SDPB,Guarulhos,BR,Pedreira Pau Pedra Heliport,-20.53610,-47.38971
SDPC,Rancharia,BR,Atena Airport,-22.15326,-51.02937
SDPD,Pindamonhangaba,BR,Pindamonhangaba Airport,-22.94361,-45.43139
SDPI,Uiramutã,BR,Makukem Airport,4.68778,-60.24472
SDPK,São Paulo,BR,Panco I Heliport,-23.52807,-46.49495
SDPL,São Paulo,BR,Ibirapuera Park Hotel Helipad,-23.59274,-46.64939
SDPM,São Paulo,BR,Palácio dos Bandeirantes Heliport,-23.60020,-46.71303
SDPN,Penápolis,BR,Penápolis Airport,-21.41001,-50.03366
SDPO,São Paulo,BR,Plaza Centenário Helipad,-23.60561,-46.69609
SDPT,São Paulo,BR,Parque Paulista Heliport,-23.56027,-46.65930
SDPU,Rio De Janeiro,BR,Paquetá Heliport,-22.76694,-43.11261
SDPV,Presidente Venceslau,BR,Presidente Venceslau Airport,-21.89330,-51.88440
SDPW,Piracicaba,BR,Piracicaba Airport,-22.71150,-47.61820
SDPX,Pacaraima,BR,Nova Vitória Airport,4.49889,-60.94167
SDPY,Pirassununga,BR,Pirassununga Airport,-22.02761,-47.42150
SDPZ,Ribas do Rio Pardo,BR,Sossego Airport,-21.24112,-53.35139
SDQC,São Paulo,BR,HELPN Quarto COMAR Heliport,-23.56654,-46.61217
SDQD,Rio de Janeiro,BR,Copa d'Or Hospital Helipad,-16.11245,-60.01440
SDQF,Itapecerica da Serra,BR,Ita Helipad,-17.59806,-50.69444
SDQG,Caiabu,BR,Fazenda Nova Floresta Airport,-21.89218,-51.17802
SDQI,Indaiatuba,BR,Fazenda Quilombo Heliport,-23.07409,-47.08671
SDQJ,Rio de Janeiro,BR,Disco Heliport,-11.66029,-43.81784
SDQK,Rio Verde de Mato Grosso,BR,Fazenda Taboca Airport,-18.88300,-55.36688
SDQL,Nioaque,BR,Fazenda Cerro Azul Airport,-21.18242,-55.73428
SDQM,Ribeirão Preto,BR,Helicentro Ribeirão Preto Heliport,-11.70820,-45.98535
SDQO,Morungaba,BR,Fazenda São Quirino Heliport,-22.91722,-46.84587
SDQP,São Paulo,BR,Parque Cultural Paulista Heliport,-23.57163,-46.64566
SDQQ,Quatá,BR,Companhia Agrícola de Quatá Airport,-22.28561,-50.63944
SDQR,Bom Jardim da Serra,BR,Alto da Serra Heliport,-28.39859,-49.57692
SDQT,São Paulo,BR,Office Tower Itaim Heliport,-22.59778,-53.69148
SDQU,Bom Jesus,BR,Fazenda Colorado,-9.25600,-44.79483
SDQV,Cáceres,BR,Fazenda Santa Fé Airport,-23.43280,-46.41059
SDQX,Itapeva,BR,Fazenda Esperança Airport,-23.86778,-48.80528
SDQY,Campinas,BR,Shopping Center Iguatemi Helipad,-22.89131,-47.02836
SDQZ,Barra do Garças,BR,Fazenda Espinhaço II Airport,-15.39770,-52.07488
SDRA,São Miguel Arcanjo,BR,Fazenda das Represas Airport,-23.87560,-48.05180
SDRB,São Paulo,BR,Renaissance Hotel Helipad,-23.55889,-46.66227
SDRC,Rancharia,BR,Fazenda Santana Airport,-22.18166,-50.86532
SDRE,Rio de Janeiro,BR,Recreio Heliport,-23.00802,-43.44697
SDRF,Rio Claro,BR,Fazenda Recanto Feliz Airport,-22.74611,-44.05083
SDRG,Pinhais,BR,Graciosa Heliport,-25.39204,-49.15619
SDRH,Campo Grande,BR,Fazenda Chaparral Airport,-20.84454,-54.52614
SDRI,Rio de Janeiro,BR,Rio Sul Center Heliport,-22.95733,-43.17616
SDRJ,Rio de Janeiro,BR,Prefeitura do Rio de Janeiro Heliport,-22.97109,-43.21648
SDRK,Rio Claro,BR,Rio Claro Airport,-22.43077,-47.56229
SDRM,Amajari,BR,Olomai Airstrip,3.92667,-64.18472
SDRN,São Paulo,BR,Zarzur Helipad,-23.57010,-46.69190
SDRP,Amajari,BR,Onkiola Airstrip,3.71134,-64.16327
SDRR,Avaré,BR,Avaré-Arandu Airport,-23.09220,-48.98740
SDRS,Resende,BR,Resende Airport,-22.47850,-44.48030
SDRT,Ponto Geral,BR,Ponto Geral Airport,4.64953,-60.78486
SDRU,Inúbia Paulista,BR,Fazenda Caramuru Airport,-21.69333,-50.93590
SDRY,Amambaí,BR,Fazenda São Paulo Airport,-22.25126,-43.39978
SDRZ,Porto Murtinho,BR,Fazenda Marabá Airport,-19.61503,-56.88113
SDSA,Corumbá,BR,Fazenda Califórnia Airport,-18.03546,-55.71609
SDSC,São Carlos,BR,Mário Pereira Lopes–São Carlos International Airport,-21.87503,-47.90385
SDSD,Pacaraima,BR,Samã I Airport,4.41179,-60.95144
SDSE,Gabriel Monteiro,BR,Sítio Santa Helena Airport,-21.47249,-50.61958
SDSM,São Manuel,BR,Fazenda Nossa Senhora da Conceição Airport,-22.75879,-48.54203
SDSN,São Paulo,BR,São Luiz Heliport,-23.59066,-46.68661
SDSQ,Santa Rita Do Passa Quatro,BR,Usina Santa Rita Airport,-21.72567,-47.65785
SDSR,Ibiúna,BR,Subestação Ibiúna Heliport,-23.65902,-47.10321
SDSS,Aquidauana,BR,Fazenda Baia das Pedras Airstrip,-19.25417,-55.78306
SDST,São Carlos,BR,Fazenda Santa Terezinha da Barra Airport,-21.88141,-47.77597
SDSU,Sumaré,BR,Pirelli Sumaré Heliport,-22.80056,-47.19222
SDSV,Guariba,BR,Fazenda Santa Cândida Airport,-21.33369,-48.17110
SDSW,Piraí,BR,Carta Fabril 01 Heliport,-22.58217,-43.99265
SDSX,São Paulo,BR,ITM Expo Helipad,-23.52604,-46.74398
SDSZ,São Paulo,BR,Banco Safra Helipad,-23.55802,-46.65971
SDTB,Atibaia,BR,Atibaia Airport,-23.12817,-46.57465
SDTC,São Paulo,BR,Edel Trade Center Helipad,-23.60266,-46.66057
SDTE,Arandu,BR,Fazenda Tapijara Airport,-23.22020,-49.07584
SDTF,Tatuí,BR,Tatuí Airport,-23.33190,-47.87830
SDTG,São Paulo,BR,Edifício Atrium IV Heliport,-23.59294,-46.68655
SDTI,Tupi Paulista,BR,Tupi Paulista Airport,-21.39214,-51.59959
SDTJ,São Paulo,BR,Edifício Atrium V Heliport,-23.59583,-46.68444
SDTK,Paraty,BR,Paraty Airport,-23.22404,-44.72340
SDTM,Barueri,BR,Crystal Tower Heliport,-23.49332,-46.85274
SDTN,Sertãozinho,BR,Usina Açucareira Santo Antônio Airport,-23.60804,-46.69671
SDTO,Ubarana,BR,Fazenda Cataco Airport,-21.25517,-49.79484
SDTP,Tupã,BR,Tupã Airport,-21.88905,-50.50505
SDTQ,Aparecida do Rio Doce,BR,Fazenda Santa Thereza Airport,-23.93694,-46.32195
SDTS,Jaraguari,BR,Fazenda Planalto Airport,-20.33845,-54.41597
SDTT,Gramado,BR,Região das Hortências Heliport,-29.36155,-50.85314
SDTU,São Paulo,BR,Itausa Helipad,-23.63633,-46.64192
SDTV,São Desidério,BR,Fazenda São Miguel Airport,-12.60737,-46.23946
SDTX,Ilha Solteira,BR,Fazenda São José Airport,-20.54064,-51.35635
SDTY,Pradópolis,BR,Usina São Martinho Airport,-21.33980,-48.11490
SDUB,Ubatuba,BR,Ubatuba Gastão Madeira State Airport,-23.44112,-45.07581
SDUC,Uiramutã,BR,Santa Rita Airport,4.42675,-60.18860
SDUD,Jaboticabal,BR,Usina Santa Adélia Airport,-21.33193,-48.31579
SDUF,Porto Murtinho,BR,Fazenda Touro Peru Airport,-21.07132,-57.49549
SDUI,São Paulo,BR,Centro EmpresariaL Iudice Helipad,-23.51362,-46.69463
SDUJ,São Paulo,BR,Milennium Heliport,-23.58481,-46.68274
SDUK,Água Boa,BR,Fazenda Xaimite Airport,-14.09667,-52.90194
SDUL,Ribeirão Preto,BR,Usina Santa Lydia Airport,-21.20167,-47.92056
SDUM,São Paulo,BR,Uniban Heliport,-23.50639,-46.59694
SDUN,Itaperuna,BR,Itaperuna Airport,-21.21930,-41.87590
SDUQ,Paraguaçu Paulista,BR,Paraguaçu Paulista Airport,-22.42690,-50.60690
SDUT,São Paulo,BR,Hotel Transamérica Heliport,-23.65083,-46.72278
SDUU,Parapuã,BR,Usina Califórnia Airport,-21.91111,-50.86833
SDUV,Serra,BR,Columbia Heliport,-20.17750,-40.23243
SDUW,Botelho,BR,Fazenda Sertãozinho Heliport,-21.64190,-46.34220
SDUX,Brusque,BR,Havan Heliport,-27.10694,-48.90750
SDUY,Rio De Janeiro,BR,Rio Alpha Heliport,-7.95880,-57.83996
SDUZ,Ourinhos,BR,Usina São Luiz Airport,-22.94749,-49.76433
SDVA,Vargem Grande Do Sul,BR,Fazenda Campo Vitória Airport,-21.83222,-46.95555
SDVB,Sorocaba,BR,INA Brasil Heliport,-23.43778,-47.41417
SDVC,São Paulo,BR,Cometa Vila Maria Heliport,-8.91783,-35.16501
SDVD,Petrópolis,BR,Vila Real Heliport,-22.41094,-43.14861
SDVE,Vera Cruz,BR,Vera Cruz Airport,-22.23020,-49.81720
SDVF,Uiramutã,BR,Santo Antônio do Pão Airport,4.58972,-60.18139
SDVG,Votuporanga,BR,Domingos Pignatari Airport,-20.45843,-50.00313
SDVH,Bragança Paulista,BR,Fazenda Vale Eldorado - Dr José de Aguiar Leme Airport,-23.00540,-46.63691
SDVI,Tangará Da Serra,BR,Comandante Gastão Airport,-14.65000,-57.50000
SDVJ,Santa Maria Das Barreiras,BR,Fazenda Santa Marta Airport,-8.72250,-50.45500
SDVP,Uiramutã,BR,São Luiz Cotingo Airport,4.33389,-60.49361
SDVQ,Porto Murtinho,BR,Fazenda Baía das Conchas Airport,-8.15535,-46.73796
SDVS,Pontal,BR,Fazenda Vassoural Airport,-21.07280,-48.03420
SDVT,Mogi Das Cruzes,BR,Helbor Tower Heliport,-23.52366,-46.19645
SDVV,Suzano,BR,Cragea-Suzano Heliport,-23.64194,-46.32222
SDVW,Taubaté,BR,Volkswagem do Brasil - Fábrica III Heliport,-23.06056,-45.63389
SDWA,Angra dos Reis,BR,Aerogalo Heliport,-23.04182,-44.19357
SDWB,São Paulo,BR,Cyk Heliport,-23.56611,-46.65167
SDWC,Altamira,BR,Aldeia Baú Airport,-16.46699,-54.71403
SDWH,José Bonifácio,BR,Fazenda Avanhandava Airport,-21.18860,-49.93610
SDWI,Gravatá,BR,Fazenda Lagoa do Cavalo Airport,-8.17000,-35.63000
SDWK,Igarapava,BR,Junqueira Airport,-20.00167,-47.76750
SDWL,Itupeva,BR,Três Marias Airport,-23.19167,-47.07500
SDWN,Colômbia,BR,Fazenda Barreiro Grande Airport,-20.34750,-48.77250
SDWO,Amajari,BR,Sauba Airstrip,3.86213,-62.57908
SDWS,Barueri,BR,West Gate Heliport,-23.50280,-46.91934
SDWT,São Paulo,BR,World Trade Center Heliport,-23.60944,-46.69667
SDWU,Porto Murtinho,BR,Fazenda Anahí Airport,-21.70833,-57.74055
SDWV,Senador José Porfírio,BR,Chácara Maringá Airport,-2.57274,-51.95376
SDWX,Itaituba,BR,Pista Sol Nascente,-6.15645,-56.41892
SDWZ,Araçatuba,BR,Palo Verde Airport,-21.19058,-50.56223
SDXA,Normandia,BR,SAWI Airstrip,4.21187,-60.00451
SDXD,São Paulo,BR,IBM Tutóia Heliport,-14.63972,-45.80472
SDXE,Jaboticabal,BR,Chácara Serradinho Airport,-21.26480,-48.35610
SDXF,Alto Paraíso,BR,Alto Paraíso Airport,-14.12100,-47.53090
SDXH,Itu,BR,Gandini Heliport,-23.25147,-47.32683
SDXJ,Costa Rica,BR,Costa Rica Airport,-18.49128,-53.16813
SDXK,Uiramutã,BR,Ticoça Airport,4.41333,-60.11667
SDXN,Barra Velha,BR,Parada Havan Heliport,-26.63453,-48.70068
SDXP,Guararema,BR,Guararema Parque Hotel Heliport,-23.42389,-46.02028
SDXR,Caracol,BR,Fazenda Vaca Mocha Airport,-22.22160,-57.15821
SDXS,São Paulo,BR,Mar Gírios Heliport,-23.59417,-46.70583
SDXV,Louveira,BR,Magazine Luiza Heliport,-23.11722,-46.99222
SDXW,Rio Verde de Mato Grosso,BR,Fazenda Sombra da Serra Airport,-18.99641,-55.13383
SDXX,Queluz,BR,Fazenda Santa Vitória Heliport,-22.50944,-44.75083
SDYA,São Paulo,BR,Carmo Couri Heliport,-23.59667,-46.68528
SDYB,Itapetininga,BR,Fazenda São José do Barreiro Airport,-23.78453,-48.33836
SDYC,Armação Dos Búzios,BR,Amarras Heliport,-22.77472,-41.90167
SDYD,Angra Dos Reis,BR,Senna Heliport,-23.03990,-44.19641
SDYE,Itatiba,BR,Hotal Fazenda Dona Carolina Heliport,-10.62803,-45.74282
SDYF,Lucas Do Rio Verde,BR,Fazenda Irmãos Munaretto Airport,-13.10964,-55.99299
SDYH,Campinas,BR,José Roberto Magalhães Teixeira Heliport,-22.92917,-47.08278
SDYI,Buritizeiro,BR,Fazenda Buritiz Airport,-17.91750,-45.40250
SDYJ,Regente Feijó,BR,José Martins da Silva Airport,-22.22622,-51.34881
SDYK,Niterói,BR,Tower 2000 Heliport,-22.89222,-43.11806
SDYL,Angra dos Reis,BR,Flamingos Heliport,-19.53293,-39.80209
SDYN,Taciba,BR,Fazenda Esmeralda Airport,-22.58478,-51.30420
SDYO,São Paulo,BR,Hospital Santa Marcelina Heliport,-23.55417,-46.46139
SDYP,Piracaia,BR,Piracaia Heliport,-22.98611,-46.33444
SDYR,São Paulo,BR,Panco II Heliport,-23.59967,-46.69990
SDYS,Porto Belo,BR,Aeroportobelo Airport,-27.17361,-48.63111
SDYT,Amajari,BR,Tucuxim Airport,3.76389,-63.98694
SDYU,São Joaquim,BR,Pericó Vinícola Heliport,-28.29906,-49.92250
SDYV,São Paulo,BR,Secovi Heliport,-23.60372,-46.64820
SDYW,Itapeva,BR,Aeroclube de Itapeva Airport,-3.53724,-42.37287
SDYX,Campo Maior,BR,Campo Maior Airport,-4.85417,-42.26056
SDYZ,São Paulo,BR,Kuka Helipad,-23.56919,-46.60139
SDZB,Guarujá,BR,ICS - Guarujá Heliport,-23.98556,-46.28444
SDZC,Mucajaí,BR,Uxiu Airstrip,2.70805,-62.66889
SDZD,Sorocaba,BR,ABB Sorocaba Heliport,-23.42525,-47.36192
SDZF,Brasília,BR,Fazenda Lamarão Airport,-15.98442,-47.46746
SDZG,Tauá,BR,Pedro Teixeira Castelo Airport,-5.93340,-40.29750
SDZH,Pindamonhangaba,BR,Fazenda Santa Helena Airport,-22.89056,-45.49306
SDZJ,Jaíba,BR,Fly Green Heliport,-15.28387,-43.83104
SDZK,Alto Alegre,BR,Waphuta Airstrip,2.99167,-63.70972
SDZL,Corumbá,BR,Fazenda Campo Zélia Airport,-18.61078,-55.68901
SDZM,Itapeva,BR,Fazenda São Marcos Airport,-23.03379,-46.73359
SDZN,Uiramutã,BR,Warogarem Airstrip,4.80487,-60.21901
SDZO,Uiramutã,BR,Waromada Airstrip,4.57613,-60.44372
SDZP,Indaial,BR,Ninho do Pássaro III Helipad.,-26.88537,-49.24323
SDZQ,Itajaí,BR,Zen Tower Helipad,-26.90508,-48.65719
SDZR,Guariba,BR,Fazenda Cruzeiro Airport,-23.56379,-46.65456
SDZU,Marabá Paulista,BR,Fazenda Anhumas Airport,-22.12194,-52.19793
SDZX,Campinápolis,BR,Fazenda Suri Airport,-14.81335,-53.12462
SDZZ,Nova Europa,BR,Sítio São José Airport,-21.79877,-48.54444
SEAA,Aguayo,EC,Aguayo Airport,-2.92894,-80.07594
SEAB,Mar Abierto,EC,Mar Abierto Airport,-2.15649,-80.77319
SEAC,Acado,EC,Acado Airport,-1.39751,-77.19885
SEAD,Paandin,EC,Paandin Airport,-2.13723,-77.67740
SEAG,Durán,EC,Aringcon S.A. Heliport,-2.16447,-79.84752
SEAH,Achuentza,EC,Achuentza Airport,-2.83365,-77.76180
SEAI,Manta,EC,Adria Heliport,-0.94800,-80.75085
SEAJ,Valencia,EC,San Alejandro Airport,-0.88136,-79.39665
SEAK,Macuma,EC,Macuma Airstrip,-2.14577,-77.70031
SEAL,Guayaquil,EC,Algarrobo Airstrip,-2.28855,-80.01977
SEAM,Ambato,EC,Chachoán Regional Airport,-1.21207,-78.57460
SEAN,La Esperanza,EC,Ana María Airport,-0.96115,-79.41620
SEAO,Samborondón,EC,Agromarina Airstrip,-2.45318,-80.06683
SEAP,Sangay,EC,Arapicos Airport,-0.94861,-80.73056
SEAQ,Engunga,EC,Aquapesca Airstrip,-2.49676,-80.55215
SEAR,Arajuno,EC,Arajuno Airport,-1.23573,-77.68540
SEAT,Achuar,EC,Achuar Airstrip,-2.02366,-77.46882
SEAU,Morona Santiago,EC,Chau Airstrip,-2.82381,-77.77177
SEAV,Santa Rosa,EC,Teniente Pablo Valdéz Carvallo Heliport,-3.44653,-79.98013
SEAW,Sharamentza,EC,Sharamentza Airstrip,-2.46339,-76.99263
SEAX,Mashumarentza,EC,Mashumarentza Military Airstrip,-2.75704,-77.22027
SEAY,Ayangue,EC,Ayangue Airport,-1.97768,-80.74516
SEAZ,Valencia,EC,Costa Azul Airstrip,-0.87308,-79.32770
SEBL,Balzaura,EC,Balzaura Airstrip,-1.94712,-76.30802
SEBM,Isla Puná,EC,Brisas del Mar Airstrip.,-2.82838,-80.02088
SEBO,Ventanas,EC,Bototillal Airstrip,-1.42387,-79.39614
SEBP,Mariscal Sucre,EC,Blanca Piedra Airstrip,-2.10353,-79.46943
SEBT,Samborondón,EC,El Batán Airport,-2.09404,-79.88089
SEBU,Pastaza,EC,Bufeo Airstrip,-2.19217,-76.78462
SEBW,Boanamo,EC,Boanamo Airstrip,-1.26096,-76.38722
SEBX,El Recreo,EC,Probana Airport,-2.60536,-79.61461
SEBZ,Cumbaratza,EC,Cumbaratza Airport,-4.01879,-78.88729
SECC,La Concordia,EC,La Celeste Airport.,0.01281,-79.36784
SECD,Los Lojas,EC,Calademar Airport,-2.58467,-79.96416
SECG,Chongón,EC,Chongón Airstrip,-2.23029,-80.05446
SECH,Chone,EC,Chone Airport,-0.69510,-80.08860
SECI,Los Lojas,EC,Calica Airstrip,-2.51699,-80.13594
SECK,Morona Santiago,EC,Chankuap Airstrip,-2.24093,-77.45901
SECM,Pozuelos,EC,Hacienda Clementina Airport,-1.70627,-79.37890
SECO,Coca,EC,Francisco De Orellana Airport,-0.46289,-76.98680
SECQ,Coaque,EC,Coaque Airport,0.01617,-80.09192
SECR,Curacay,EC,Curaray Airport,-1.38447,-76.93894
SECU,Cuenca,EC,Mariscal Lamar Airport,-2.88947,-78.98440
SECY,Camaguay,EC,Camaguay Airport,-2.53417,-80.13717
SECZ,Cerro Azul,EC,Cerro Azul Airport,-2.20513,-80.04999
SEDA,El Consuelo,EC,Dualar Airstrip,-2.36145,-80.16239
SEDB,Guayas,EC,Aerocisne Airport,-2.55186,-79.49240
SEDF,El Morro,EC,Delfines Airstrip,-2.58906,-80.29102
SEDL,Manta,EC,Delipesca Heliport,-0.92993,-80.66409
SEDM,Damointaro,EC,Damointaro Airstrip,-1.29472,-77.31972
SEDO,Isla Puná,EC,Colas de Oro Airport,-2.69847,-80.06141
SEDP,Pukuan,EC,Pukuan Airstrip,-2.10103,-77.15742
SEDS,Isla Puná,EC,Darsacom Airstrip,-2.72336,-80.13474
SEED,San Eduardo,EC,San Eduardo Airstrip,-0.36560,-77.30295
SEEF,Manta,EC,Eurofish Manta Heliport,-1.00893,-80.69023
SEEH,Los Ríos,EC,Heligro Heliport,-1.83222,-79.44972
SEEK,Tekerika Suraka,EC,Tekerika Suraka Airstrip,-1.95457,-76.55483
SEEM,Tumbaco,EC,Emsecor Heliport,-0.22254,-78.37795
SEEO,El Morro,EC,El Morro Airstrip,-2.64345,-80.35005
SEEP,San Pedro,EC,El Piedrero Airport,-2.34161,-79.27964
SEER,Esmeraldas,EC,Palpailón,1.22164,-78.86827
SEES,Quito,EC,Endesa Heliport,-0.28871,-78.54089
SEET,Etza,EC,Etsa Airstrip,-2.90596,-77.57551
SEEU,Setuch,EC,Setuch Airstrip,-2.79454,-77.28183
SEEX,Chongón,EC,Exportamar Airstrip,-2.51550,-80.22144
SEEZ,Shiramentza,EC,Shiramentza Airstrip,-2.75056,-77.55664
SEFM,San Francisco de Macuma,EC,San Francisco de Macuma Airstrip,-2.06000,-77.60832
SEFR,Daule,EC,Hacienda La Fragua Airport,-1.86918,-80.01153
SEFU,Las Mercedes,EC,Fumipalma Airport,-2.56370,-79.54552
SEGE,Guale,EC,Guale Airport,-1.61667,-80.23330
SEGH,Balzar,EC,Hacienda Gran Chaparral Airport,-1.27415,-79.93293
SEGL,Guarumal,EC,Guarumal Airport,-1.86021,-79.64287
SEGN,Tanguntza,EC,Tanguntza Airstrip,-2.03724,-76.47337
SEGO,Naranjal,EC,Camacongo Airport,-2.77072,-79.76705
SEGQ,Guayaquil,EC,Clínica Guayaquil Helipad,-2.18529,-79.88023
SEGR,Guaraní,EC,Guaraní Airstrip,-2.23554,-77.24018
SEGS,Isla Baltra,EC,Seymour Galapagos Ecological Airport,-0.45376,-90.26590
SEGT,Tarangaro,EC,Tarangaro Airstrip,-1.40058,-77.38305
SEGU,Guayaquil,EC,José Joaquín de Olmedo International Airport,-2.15742,-79.88360
SEGX,Guayas,EC,Alpagro Heliport,-2.08712,-79.68883
SEGZ,Santiago,EC,Gualaquiza Airport,-3.42321,-78.56700
SEHB,Chumbi,EC,Chumbi Airstrip,-2.09847,-77.47769
SEHE,Mashient,EC,Mashient Airstrip,-2.15918,-77.32283
SEHF,Manta,EC,Helidegfer Heliport,-0.97303,-80.65181
SEHN,Mashuin,EC,Mashuin Airstrip,-2.61611,-76.91650
SEHR,Masurash,EC,Masurash Airstrip,-2.20555,-77.26569
SEHS,Kashaints,EC,Kashaints Airstrip,-2.69851,-77.53665
SEHU,Chuindia,EC,Chuindia Airstrip,-2.01408,-76.68148
SEHV,Progreso,EC,Josema Airport,-2.33171,-80.20473
SEHW,Shuwin Mamus,EC,Shuwin Mamus Airstrip,-2.46577,-77.03959
SEHZ,Mashientenza,EC,Mashientenza Airstrip,-2.36379,-77.40692
SEIA,Balao,EC,La Maria Airport,-2.89892,-79.81278
SEID,Ishpingo de Amuntay,EC,Ishpingo de Amuntay Airstrip,-2.56631,-76.75660
SEIE,Morona Santiago,EC,Iñaywa Norte Airdtrip,-2.16295,-77.48489
SEIF,Sasain,EC,Sasain Airstrip,-2.26107,-77.33273
SEIG,Santiago,EC,Santiago Airport,-3.04937,-78.01023
SEIH,Ishpink,EC,Ishpink Airstrip,-2.31606,-77.41001
SEII,Puerto Villamil,EC,General Villamil Airport,-0.94263,-90.95300
SEIM,Naranjito,EC,Santa María Airport,-2.10449,-79.38191
SEIP,Ipiak,EC,Ipiak Airstrip,-2.46755,-77.14584
SEIR,Kapirna,EC,Kapirna Airstrip,-2.21980,-76.81409
SEIS,América,EC,Isabel Maria Airport,-1.86667,-79.73330
SEIT,Kapitian,EC,Kapitian Airstrip,-2.72673,-77.53710
SEIU,Pitiur,EC,Pitiur Airstrip,-2.25200,-77.40179
SEIV,Milagro,EC,Ingenio Valdez Airport,-2.11117,-79.59918
SEIW,Iwia,EC,Iwia Airstrip,-2.07172,-77.52340
SEIX,Pimpintza,EC,Pimpintza Airstrip,-2.27500,-77.46944
SEIY,Iñaywa Sur,EC,Iñaywa Sur Airstrip,-2.74878,-77.44376
SEIZ,La Troncal,EC,Agroazucar Airport,-2.44222,-79.35504
SEJA,Jandiyacu,EC,Jandiyacua Airstrip,-1.73093,-77.10969
SEJD,Ahuano,EC,Jumandy Airport,-1.06018,-77.58052
SEJE,Jempentza,EC,Jempentza Airstrip,-2.74425,-77.48730
SEJG,Yaguachi,EC,San Jacinto Airport,-2.08455,-79.67286
SEJI,Jipijapa,EC,Jipijapa Airport,-1.00000,-80.66666
SEJK,Juyukam Entsa,EC,Juyukamentza Airstrip,-2.72104,-77.24090
SEJM,Jama,EC,Jama Airport,-0.20150,-80.26540
SEJS,Joya de Los Sachas,EC,Joya de Los Sachas Airport,-0.32836,-76.87940
SEJT,Taisha,EC,San José de Taisha Airstrip,-2.38930,-77.50912
SEJU,San Juan,EC,San Juan Airstrip,-2.10560,-77.51902
SEJY,Juyuintsa,EC,Juyuintsa Airstrip,-2.11669,-76.20208
SEJZ,Jimiarentsa,EC,Jimiarentza Airstrip,-2.51669,-77.43224
SEKA,Kaank Chico,EC,Kaan Airstrip,-2.87382,-77.86820
SEKB,Kusutkau,EC,Kusutkau Airstrip,-2.51533,-76.89659
