icao,municipality,country,name,lat,lon
SEKC,Kaiptach,EC,Kaiptach Airfield,-2.63928,-77.12757
SEKE,Morona,EC,Kenkuim Airstrip,-2.23362,-77.73566
SEKF,Huasaga,EC,Kuserua Airstrip,-2.60717,-76.93474
SEKH,Kuakash,EC,Kuakash Airfield,-2.03308,-77.67089
SEKK,Vía Quinindé-La Concordia,EC,Km 192 Airport,0.18465,-79.39118
SEKL,La Concordia,EC,Silok Airport,-0.03085,-79.36632
SEKM,Fumisa,EC,KM 35 Airport,-0.73989,-79.38721
SEKN,Taisha,EC,Kaniats Airstrip,-2.71057,-77.50523
SEKP,Kapatinentza,EC,Kapatinentza Airstrip,-2.68179,-77.47709
SEKQ,Kikints,EC,Kikints Airstrip,-2.30194,-77.35759
SEKS,Vargas Guerra,EC,Kaspaim Airstrip,-2.82830,-77.71069
SEKT,Ayuy,EC,Kusutka Airstrip,-2.09628,-77.64134
SEKU,Pedro,EC,Kupit Airstrip,-2.64473,-77.22303
SEKV,Iniayu,EC,Kurinua Airstrip,-2.69543,-77.37903
SEKW,Kapawi,EC,Kapawi Airstrip,-2.53428,-76.84217
SEKX,Chimbucta,EC,Shinkiatam Airstrip,-2.46219,-77.45947
SEKY,Capadino Entza,EC,Kayamentza Airstrip,-2.00565,-77.73578
SEKZ,Kayantza,EC,Kayantza Airstrip,-2.17435,-77.36861
SELD,Chongón,EC,Loma Alta Airport,-2.20780,-80.08334
SELI,Limoncocha,EC,Limoncocha Airport,-0.40636,-76.62380
SELJ,Julia,EC,Hacienda La Julia Airport,-1.70438,-79.55230
SELK,Panientza,EC,Libertad Sur Airstrip,-2.80286,-77.56940
SELL,Babahoyo,EC,La Lolita Airport.,-1.71836,-79.59111
SELM,Loma Larga,EC,Loma Larga Airport,-1.50158,-79.48090
SELN,Santo Domingo de los Tsáchilas,EC,Belén Heliport,-0.24194,-79.31250
SELT,Latacunga,EC,Cotopaxi International Airport,-0.90683,-78.61580
SELV,Zapotal,EC,La Virgen Airport,-1.22514,-79.50581
SEMA,Macará,EC,Jose Maria Velasco Ibarra Airport,-4.37823,-79.94100
SEMC,Macas,EC,Coronel E Carvajal Airport,-2.29917,-78.12080
SEMK,Maki,EC,Maki Airstrip,-2.75365,-77.15779
SEML,,EC,Manglaralto Airport,-1.84485,-80.73696
SEMO,Montalvo,EC,El Carmen Airport,-2.06701,-76.97570
SEMT,Manta,EC,Eloy Alfaro International Airport,-0.94608,-80.67880
SEMX,Puerto Balao,EC,Maragrosa Airport,-2.85110,-79.80360
SEMY,Martinica,EC,Martinica Airport,-1.73972,-79.62150
SENB,Canusa,EC,Nueva Canusa Airstrip,-2.40714,-77.74014
SEND,Nemonpade,EC,Nemonpade Airstrip,-1.23602,-77.25913
SENE,Nuevo Corrientes,EC,Nuevo Corrientes Airstrip,-1.99798,-76.76431
SENF,Napurak,EC,Napurak Airstrip,-2.52258,-76.99049
SENL,Lago Agrio,EC,Nueva Loja Airport,0.09306,-76.86750
SEOC,Alto Corrientes,EC,Alto Corrientes Airstrip,-1.91005,-76.95960
SEOI,Golfo de Guayaquil,EC,Matorrillos Airport,-2.43637,-79.83377
SEOM,Progreso,EC,Langosmar Airport,-2.46383,-80.13694
SEON,Conambo,EC,Conambo Airport,-1.87140,-76.87780
SEOS,Durán,EC,Omarsa Heliport,-2.18614,-79.85917
SEOU,Pedro Vicente Maldonado,EC,Molaute Airstrip,-0.07681,-79.13490
SEOY,Valencia,EC,Pantalony Airport,-0.84108,-79.28823
SEPA,Morona Santiago,EC,Centro Paatin Airstrip,-2.24745,-77.71285
SEPB,Pecro Carbo,EC,Pedro Carbo Airport,-1.81159,-80.23246
SEPC,Patuca,EC,Patuca Airport,-2.75172,-78.26360
SEPD,Pedernales,EC,Pedernales Airport,0.06762,-80.05050
SEPE,Naranjal,EC,Pechichal Airport,-2.65889,-79.61879
SEPI,Pindoyacu,EC,Pindoyacu Airstrip,-1.73188,-76.60763
SEPK,Pakintza,EC,Pakintza Airstrip,-2.32312,-77.27613
SEPN,,EC,Panamao Airport,-2.42121,-80.65012
SEPO,Posorja,EC,Posorja Airport,-2.68174,-80.27661
SEPS,Pasaje,EC,Amable Calle Gutierrez Airport,-3.31967,-79.76920
SEPT,Puerto Putumayo,EC,Putumayo Airport,0.11595,-75.85022
SEPV,Portoviejo,EC,Reales Tamarindos Airport,-1.04165,-80.47220
SEPX,Hacienda Payo,EC,Payo Airport,-2.29229,-79.50222
SEPZ,Los Perez,EC,Los Perez Airport,-0.95319,-79.37533
SEQE,Quevedo,EC,Quevedo Airport,-0.98901,-79.46557
SEQM,Quito,EC,Mariscal Sucre International Airport,-0.12540,-78.35431
SERB,Riobamba,EC,Chimborazo Airport,-1.65332,-78.65634
SERI,,EC,Maria Cristina Airport,-1.17730,-79.49612
SERL,"Isla Puná,",EC,Roble Mar Airport,-3.00529,-80.22900
SERO,Santa Rosa,EC,Santa Rosa - Artillery Colonel Victor Larrea International Airport,-3.44199,-79.99696
SERS,Cotopaxi,EC,Cristal Airport,-0.99925,-79.35884
SESA,Salinas/La Libertad,EC,General Ulpiano Paez International Airport,-2.21006,-80.98507
SESB,Morona Santiago,EC,Sebastián Airstrip,-2.64185,-77.15722
SESC,Sucúa,EC,Sucúa Airport,-2.47420,-78.16904
SESD,Santo Domingo de Los Colorades,EC,Santo Domingo de Los Colorados Airport,-0.24829,-79.20906
SESE,Jesús María,EC,Secadal Airport,-2.57998,-79.51655
SESF,Shushufind,EC,Shushufindi Airport,-0.19563,-76.64824
SESH,,EC,San Honorato Airport,-1.11379,-79.68016
SESJ,Hacienda San José,EC,San José Airport,-1.89389,-79.49049
SESK,Tsunkintza,EC,Tsunkintza Airstrip,-2.66350,-77.11070
SESL,San Lorenzo,EC,San Lorenzo Airport,1.26479,-78.79709
SESM,Shell Mera,EC,Rio Amazonas Airport,-1.50524,-78.06270
SESO,Puebloviejo,EC,La Estrella Airport,-1.56729,-79.53983
SESP,Golfo de Guayaquil,EC,San Andres Airport,-2.57835,-80.03435
SESS,San Carlos,EC,San Carlos Oriente Airstrip,-2.05523,-77.59077
SEST,Puerto Baquerizo Moreno,EC,San Cristóbal Airport,-0.91021,-89.61740
SESV,Bahía de Caraquez,EC,Los Perales Airport,-0.60811,-80.40270
SETA,Virgen de Fatima,EC,Taura Air Base,-2.26104,-79.68020
SETE,Tena,EC,Mayor Galo Torres Airport,-0.98677,-77.81950
SETG,Tenguel,EC,Tenguel Airport,-2.99802,-79.79592
SETH,Taisha,EC,Taisha Airport,-2.38167,-77.50280
SETI,Tiputini,EC,Tiputini Airport,-0.77611,-75.52640
SETM,La Toma (Catamayo),EC,Ciudad de Catamayo Airport,-3.99561,-79.37190
SETN,Tachina,EC,Carlos Concha Torres International Airport,0.97852,-79.62660
SETO,,EC,Andes Aeroclub Airport,0.06167,-78.22283
SETR,Tarapoa,EC,Tarapoa Airport,-0.12296,-76.33780
SETS,Bacundo,EC,Tsentsakentza Airstrip,-2.55673,-77.40159
SETU,Tulcán,EC,Lieutenant Colonel Luis A. Mantilla International Airport,0.80951,-77.70810
SETW,Tiwaeno,EC,Tiwaeno Airstrip,-1.32166,-77.45563
SEUA,Lago Agrio,EC,Guarumo Airport,-0.05056,-76.56889
SEUC,Chumbela,EC,Cuchintza Airstrip,-2.60306,-77.11639
SEUD,Pedro,EC,Muruntza Airstrip,-2.58593,-77.21853
SEUE,Pedro,EC,Pumpuentza Airstrip,-2.47458,-77.33304
SEUI,Cusuimi,EC,Cusuimi Airstrip,-2.72319,-77.68199
SEUK,Copataza,EC,Kuankua Airstrip,-2.14843,-77.35720
SEUN,Putunts,EC,Putuntz Airstrip,-2.59658,-77.42048
SEUQ,Untsuri Entsa,EC,Untsurientsa Airstrip,-2.45278,-77.91773
SEUR,Pucar,EC,Pucar Airport,-2.78881,-77.64809
SEUV,Putuimi,EC,Putuimi Achuar Airstrip,-2.54855,-77.11786
SEUW,Uunt Suants,EC,Unswantz Airstrip,-2.55554,-77.89889
SEUY,Uyuimi,EC,Uyuimi Airstrip,-1.82889,-77.67639
SEUZ,Kurintza,EC,Curintza Airstrip,-2.06844,-76.79479
SEVS,,EC,Casa Vinces Airport,-1.30789,-79.56012
SEWA,Wachirpas,EC,Wachirpas Airstrip,-2.57349,-76.80684
SEWE,Wentado,EC,Wentado Airstrip,-1.02349,-77.22108
SEWG,Tarimiant,EC,Tarimiant Airstrip,-2.54743,-77.08845
SEWH,Washintza,EC,Washintza Airport,-2.03726,-77.56232
SEWI,Wichimi,EC,Wichimi Airstrip,-2.74268,-77.37029
SEWK,Wasurak,EC,Wasurak Airstrip,-2.57695,-77.34623
SEWM,Wiririma,EC,Wiririma Airstrip,-1.95833,-76.14667
SEWN,Wusui Norte,EC,Wusui Norte Airstrip,-2.08731,-77.49170
SEWO,Buena Fe,EC,Wongkinmay Airport,-0.69596,-79.41745
SEWR,Warientza,EC,Warientza Airstrip,-3.16965,-78.26025
SEWT,Waruintza,EC,Waruintza Airstrip,-2.61035,-77.18297
SEWU,Wisui,EC,Wisui Airstrip,-2.11347,-77.73842
SEWX,Kawa,EC,Kawa Airstrip,-2.00129,-77.66908
SEWY,Wayusentsa,EC,Wayusentsa Airstrip,-2.44169,-76.91674
SEWZ,Washintsa,EC,Washintsa Airport,-2.73880,-77.27980
SEXI,Itak,EC,Itak Airstrip,-2.64567,-77.29468
SEXK,Kambantsa,EC,Kambantsa,-2.01423,-76.83240
SEXM,Balao,EC,Carmita Airport,-2.88311,-79.74347
SEXP,Atacapi,EC,Atacapi Airstrip,-1.35368,-77.62193
SEXS,Los Rios,EC,San Simón Airstrip,-0.74972,-79.36556
SEXT,Tres Marias,EC,Tres Marias Airport,-2.09426,-77.55100
SEYD,Pastaza,EC,Yandana – Entsa Airstrip,-2.04795,-76.35945
SEYH,Cuyacocha,EC,Cuyacocha Airstrip,-1.61576,-76.94238
SEYJ,Balao,EC,La Joya Airport,-2.88927,-79.65060
SEYK,Yankuntza,EC,Yankuntza Airstrip,-2.68365,-77.30960
SEYM,Yampuna,EC,Yampuna Airstrip,-2.12698,-77.51391
SEYN,Yanayaku,EC,Yanayaku Airstrip,-1.95387,-76.10196
SEYP,Yaapi,EC,Yaapi Airstrip,-2.82540,-77.92898
SEYS,Yasnunka,EC,Yasnunka Airstrip,-2.65048,-77.39982
SEYT,Yutsuntz,EC,Yutsuntz Airstrip,-2.35080,-76.45388
SEYW,Yawaentza,EC,Yawaentza Airstrip,-2.78360,-77.45764
SEYX,Yamaran,EC,Yamaran Airstrip,-2.22330,-77.54792
SEZA,Pampantza,EC,Pampantza Airstrip,-2.55429,-77.44375
SEZB,Lérida,EC,Palobamba Heliport,-2.19028,-80.02417
SEZD,Puerto Cayo,EC,Luz de Mar Heliport,-1.33358,-80.74883
SEZE,Tzapapentza,EC,Tzapapentza Airstrip,-2.83107,-77.36927
SEZI,Imatiño,EC,Imatiño Airstrip,-1.91811,-76.62516
SEZK,Karakam,EC,Karakam Airstrip,-2.78501,-77.40805
SEZM,Tamantza,EC,Tamantza Airstrip,-2.15909,-77.61318
SEZN,Tzapino,EC,Tzapino Airstrip,-1.18834,-77.23079
SEZR,Surikentza,EC,Surik Nuevo Airstrip,-2.59840,-77.08940
SFAL,Stanley,FK,Port Stanley Airport,-51.68570,-57.77760
SGAS,Asunción,PY,Silvio Pettirossi International Airport,-25.24016,-57.51923
SGAY,Ayolas,PY,Aeropuerto Nacional Juan de Ayolas,-27.37838,-56.85679
SGBA,Colonia Doctor Pastor Obligado,PY,Aeródromo de Bella Vista Sur,-27.05239,-55.57803
SGBN,Bahía Negra,PY,Bahía Negra Airport,-20.23078,-58.17045
SGCB,Capitan Bado,PY,Aeródromo Capitan Bado,-23.25749,-55.52806
SGCO,Concepción,PY,Lieutenant Colonel Carmelo Peralta National Airport,-23.44161,-57.42704
SGCU,,PY,Aeródromo de Curuguaty,-24.49768,-55.68631
SGCZ,Caazapá,PY,Aeródromo de Caazapá,-26.16896,-56.36046
SGEN,Encarnación,PY,Teniente Ramon A. Ayub Gonzalez International Airport,-27.22754,-55.83758
SGES,Ciudad del Este,PY,Guaraní International Airport,-25.45719,-54.83954
SGFI,Filadelfia,PY,Aeródromo de Filadelfia,-22.35461,-60.05321
SGGR,Salto del Guaira,PY,Aeropuerto Nacional de Salto del Guaira,-24.03284,-54.35267
SGIB,Itaipú,PY,Itaipú Airport,-25.40782,-54.61946
SGLZ,La Paz,PY,Aeródromo La Paz,-27.00382,-55.88712
SGME,Mariscal Estigarribia,PY,Dr. Luis María Argaña International Airport,-22.04650,-60.62170
SGMZ,,PY,Aeródromo José María Argaña,-26.83976,-55.32892
SGOL,Fuerte Olimpo,PY,Aeródromo de Fuerte,-21.04572,-57.88294
SGPC,Pozo Colorado,PY,Aeropuerto de Pozo Colorado,-23.49556,-58.78846
SGPG,,PY,"Base de la Fuerza Aérea Paraguaya ""Teniente Pelayo Prats Gill""",-22.55996,-61.61197
SGPI,Pilar,PY,Aeródromo Don Carlos Miguel Gimenez,-26.88198,-58.31907
SGPJ,Pedro Juan Caballero,PY,Aeropuerto Nacional Dr. Augusto Roberto Fuster,-22.64143,-55.82999
SGPO,Pinasco,PY,Aeródromo de Puerto Pinasco,-22.62986,-57.83847
SGRO,Rosario,PY,Aeródromo de Rosario,-24.43004,-57.12013
SGSP,San Pedro del Ycuamandiyu,PY,San Pedro de Ycuamanindeyu National Airport,-24.02710,-57.02342
SGST,Santa Teresa,PY,Santa Teresa Airport,-22.62249,-56.63439
SHAB,Puchuncavi,CL,Aguas Blancas Heliport,-32.66553,-71.44034
SHAC,Santiago,CL,ACHS Worker's Hospital Helipad,-33.44367,-70.63213
SHAD,Navidad,CL,Matanzas Heliport,-33.96743,-71.85301
SHAE,Pudahuel,CL,Aerorescate Heliport,-33.43972,-70.83139
SHAF,Vichuquén,CL,Santa Carolina Heliport,-34.82622,-72.06662
SHAG,Magallanes,CL,Anguila 1 Heliport,-52.49935,-68.72430
SHAH,Santiago,CL,Nazareno II Heliport,-33.40000,-70.57390
SHAL,Isla de Maipo,CL,Los Paltos Heliport,-33.72549,-70.93035
SHAO,Ovalle,CL,Hospital de Ovalle Heliport,-30.57857,-71.19173
SHAP,Santiago,CL,Dr. Alejandro del Río Public Assistance Hospital Helipad,-33.44434,-70.63806
SHAQ,Santiago,CL,Apoquindo 2929 Helipad,-33.41777,-70.59915
SHAT,Puerto Montt,CL,Atmosphere Helideck,-41.48025,-72.93993
SHAU,Coltauco,CL,Santa Rosa Heliport,-34.25520,-71.03061
SHAV,Zapallar,CL,Alta Vista Heliport,-32.62174,-71.39949
SHBC,Santiago,CL,Las Brisas De Chicureo Heliport,-33.23972,-70.69611
SHBE,Santiago,CL,Banco Exterior Heliport,-33.43611,-70.64500
SHBH,Colina,CL,Eagle Copters Heliport,-33.27136,-70.65014
SHBI,Quillota,CL,Quillota-Petorca Biprovincial Hospital Helistop,-32.90188,-71.25292
SHBL,Santiago,CL,Hospital Ramón Barros Luco Heliport,-33.48528,-70.64445
SHBP,La Estrella,CL,Bahía Los Primos Heliport,-34.11083,-71.53528
SHBS,Santiago,CL,Banco Santander Heliport,-33.43611,-70.65139
SHCA,Santiago,CL,Prefectura Aeropolicial de Carabineros Heliport,-33.45528,-70.54833
SHCB,Pucon,CL,Caburga Heliport,-39.16694,-71.76056
SHCC,Santiago,CL,Clínica Las Condes Heliport,-33.38528,-70.53083
SHCF,Calama,CL,Carlos Cisternas Hospital Heliport,-22.44448,-68.91669
SHCG,Zapallar,CL,Cachagua Heliport,-32.57889,-71.45444
SHCH,Colina,CL,Agroforestal Heliport,-33.22101,-70.75941
SHCI,Zapallar,CL,San Cristóbal Heliport,-32.57611,-71.45250
SHCM,Santiago,CL,Corporativo Mutual Heliport,-33.43931,-70.63801
SHCP,Rancagua,CL,Servicios Aéreos Copters Heliport,-34.13639,-70.77055
SHCY,Coyhaique,CL,Coyhaique Regional Hospital Heliport,-45.56879,-72.07563
SHDG,Magallanes,CL,Batería Dungenes Nº 1 Heliport,-52.38083,-68.43139
SHDN,Magallanes,CL,Daniel 1 Heliport,-52.36472,-68.76500
SHDO,Farellones,CL,Valle Nevado Heliport,-33.35787,-70.24869
SHDP,Temuco,CL,Del Pacifico Heliport,-38.75417,-72.80250
SHEB,Santiago,CL,Ejército Bicentenario Helipad,-33.45778,-70.65742
SHEC,Santiago,CL,Edificio Itaú Helipad,-33.41656,-70.59356
SHEE,Yerbas Buenas,CL,Esmeralda Heliport,-35.72000,-71.50972
SHEH,Santiago,CL,Edificio Huidobro Heliport,-33.40389,-70.57278
SHEI,Santiago,CL,Escuela de Investigaciones Policiales Heliport,-33.45945,-70.71667
SHEJ,Antofagasta,CL,Cuartel Gral. I División De Ejercito Heliport,-23.68250,-70.41389
SHEM,Santiago,CL,El Mercurio Heliport,-33.38111,-70.59583
SHEQ,Santiago,CL,El Conquistador Heliport,-33.37056,-70.65056
SHES,Antofagasta,CL,Eso Heliport,-24.63833,-70.38472
SHET,Yerbas Buenas,CL,San Esteban Heliport,-35.70222,-71.57222
SHFA,Santiago,CL,Los Cerrillos Military Heliport,-33.49639,-70.69528
SHFE,San Felipe,CL,Hospital San Camilo Heliport,-32.74833,-70.71000
SHFR,Litueche,CL,San Francisco Heliport,-34.15972,-71.75166
SHGA,Santiago,CL,Gral. Humberto Arriagada Heliport,-33.44750,-70.60694
SHGE,Santiago,CL,Gertrudis Echeñique Heliport,-33.41361,-70.58972
SHGF,Viña del Mar,CL,Gustavo Fricke Hospital Helistop,-33.02934,-71.54309
SHGR,Las Condes,CL,Edificio Corpgroup Heliport,-33.40444,-70.57306
SHHC,Concepcion,CL,Hospital Clínico Regional de Concepción Heliport,-36.82084,-73.03500
SHHE,Machali,CL,Helicopters Heliport,-34.21056,-70.71584
SHHF,Santiago,CL,Hospital FACH Heliport,-33.39712,-70.54587
SHHI,Santiago,CL,Hospital de Carabineros Heliport,-33.41776,-70.52888
SHHL,Santiago,CL,Las Condes Heliport,-33.37330,-70.52440
SHHM,Santiago,CL,Hospital Militar Heliport,-33.41528,-70.60333
SHHN,Viña del Mar,CL,Admiral Nef Naval Hospital Heliport,-32.99949,-71.54218
SHHR,Punta Arenas,CL,Carabineros de Chile Heliport,-53.15639,-70.92223
SHHS,Santiago,CL,Hospital del Salvador Heliport,-33.43611,-70.62111
SHHV,Arica,CL,Naval Heliport,-18.47220,-70.32060
SHIC,Curicó,CL,Curicó Provincial Hospital Helistop,-34.97977,-71.21380
SHIN,Santiago,CL,Clínica Indisa Helipad,-33.42083,-70.61778
SHIQ,Iquique,CL,Cuartel Gral. VI División de Ejercito Heliport,-20.23000,-70.14500
SHIS,Las Condes,CL,Isidora 3000 Heliport,-33.41401,-70.59811
SHJN,Arica,CL,"Dr. Juan Noé Crevani, Arica Regional Hospital Helipad",-18.48284,-70.31314
SHJO,Santiago,CL,San José Hospital Helipad,-33.41607,-70.65309
SHKI,Santiago,CL,Kipreos Heliport,-33.56028,-70.74445
SHLA,Santiago,CL,Las Americas Heliport,-33.43583,-70.64333
SHLC,Santiago,CL,Lan Courier Heliport,-33.38389,-70.75056
SHLI,Colina,CL,CLC- Chicureo Heliport,-33.28271,-70.65081
SHLJ,Vichuquen,CL,Los Junquillos Heliport,-34.95612,-71.96007
SHLP,Farellones,CL,La Parva Heliport,-33.32889,-70.28333
SHLS,Viña Del Mar,CL,Las Salinas Heliport,-32.99583,-71.54723
SHMA,Santiago,CL,Clínica Santa María Heliport,-33.43222,-70.62833
SHMB,Santiago,CL,Mercedez Benz Heliport,-33.46167,-70.71472
SHMD,Santiago,CL,Ministerio de Defensa Nacional Heliport,-33.43528,-70.63805
SHME,San Pedro,CL,La Cabaña Heliport,-33.97462,-71.38848
SHMM,Villa Alemana,CL,Marga Marga Hospital Helistop,-33.06729,-71.37430
SHMS,Santiago,CL,Mutual de Seguridad Heliport,-33.45806,-70.70000
SHNB,Chillán,CL,Ñuble Regional Hospital Helistop,-36.61979,-72.11817
SHNC,Punta Arenas,CL,Catalina Norte 1 Heliport,-52.56361,-68.67555
SHNL,Santiago,CL,Nueva de Lyon Heliport,-33.42138,-70.61059
SHNO,Punta Arenas,CL,Catalina Norte 2 Heliport,-52.57528,-69.66361
SHNZ,Pirque,CL,Nazareno Heliport,-33.65278,-70.52722
SHOH,Las Condes,CL,Military School Heliport,-33.40890,-70.58087
SHOL,Olmué,CL,Santa Laura Heliport,-32.99038,-71.21794
SHOR,Las Condes,CL,Isidora el Bosque Building Helistop,-33.41445,-70.60140
SHOT,Ovalle,CL,Santa Rosa De Tabalí Heliport,-30.67944,-71.40861
SHOV,Casablanca,CL,Lo Ovalle Heliport,-33.25083,-71.36833
SHPD,Santiago,CL,Titanium Heliport,-33.41316,-70.60380
SHPE,Puerto Montt,CL,Pelluco Heliport,-41.48555,-72.90278
SHPH,Padre Hurtado,CL,Santa Teresa Heliport,-33.55495,-70.81540
SHPM,Coyahique,CL,Lago La Paloma Heliport,-45.92280,-72.14625
SHPP,Papudo,CL,Papudo Heliport,-32.50028,-71.45917
SHPT,Los Andes,CL,Portillo Heliport,-32.83639,-70.13111
SHPU,Punta Catalina,CL,Punta Catalina Heliport,-52.54583,-68.75833
SHQN,Valdivia,CL,Quinn Heliport,-39.85250,-73.25720
SHRB,Santiago,CL,Rodelbahn Heliport,-33.45917,-70.51722
SHRE,Santiago,CL,Jose Miguel Carrera Heliport,-33.44139,-70.65500
SHRP,Las Cabras,CL,Rapel Heliport,-34.21278,-71.45306
SHRZ,Viña del Mar,CL,Reitz Building Two Helistop,-33.04304,-71.51665
SHSB,Magallanes,CL,Cerro Sombrero Heliport,-52.76667,-69.28889
SHSC,Santiago,CL,Santiago Centro Heliport,-33.43917,-70.64806
SHSD,Santiago,CL,Sonda Helipad,-33.43755,-70.65590
SHSE,Posesion,CL,Posesión Heliport,-52.24939,-68.93625
SHSG,San Gregorio,CL,San Gregorio Heliport,-52.62148,-70.20453
SHSH,Santiago,CL,Santiago Heliport,-33.38209,-70.62562
SHSI,Posesion,CL,Posesión 5 Heliport,-52.26833,-69.07333
SHSJ,Osorno,CL,Hospital San José Helipad,-40.58905,-73.12754
SHSK,Punta Catalina,CL,Skua 1 Heliport,-52.40917,-68.78528
SHSM,Santiago,CL,Edificio Torre Santa María Helipad,-33.42313,-70.62236
SHSN,Copiapó,CL,Hospital Regional de Copiapó San José del Carmen Helipad,-27.37360,-70.32205
SHSO,Santiago,CL,Hospital Dr Luis Tisné Brousse Helipad,-33.50019,-70.57894
SHSP,Santiago,CL,Moneda Bicentenario Heliport,-33.44278,-70.65500
SHSR,Santiago,CL,Edificio Torre San Ramón Helipad,-33.42074,-70.60644
SHSS,Temuco,CL,Hospital Regional de Temuco Heliport,-38.73583,-72.59834
SHSU,Punta Catalina,CL,Skua 4 Heliport,-52.37583,-68.78861
SHTC,Santiago,CL,Edificio Corporativo CTC Heliport,-33.43705,-70.63257
SHTE,Teno,CL,Santa Graciela Heliport,-34.85105,-71.32403
SHTI,Santiago,CL,Torre Interamericana Heliport,-33.44064,-70.64582
SHTL,Concepcion,CL,Torre Ligure Helipad,-36.82766,-73.05253
SHTO,Santiago,CL,Subteniente Marcelo Topali Heliport,-20.29599,-70.09764
SHTR,Los Angeles,CL,Sotracer Heliport,-37.47861,-72.32667
SHTS,Lo Barnechea,CL,Alto Trapenses Heliport,-33.32225,-70.59085
SHUC,Las Condes,CL,Clinica San Carlos de Apoquindo Heliport,-33.40064,-70.50790
SHUE,Talcahuano,CL,Dinahue Heliport,-36.77083,-73.10667
SHVE,Lo Barnechea,CL,Valle Escondido Heliport,-33.34631,-70.48784
SHVI,Villarrica,CL,Villarica Park Lake Heliport,-39.30209,-72.08904
SHVM,Cartagena,CL,Viña Matetic Heliport,-33.46944,-71.39917
SHVN,Santiago,CL,Vía Naranja Heliport,-33.36830,-70.56446
SHWT,Santiago,CL,World Trade Center Heliport,-33.41638,-70.60538
SHXE,Lo Barnechea,CL,ETXEA Helistop,-33.34863,-70.49327
SHYA,Pirque,CL,Sumaya Heliport,-33.67688,-70.54739
SIAD,Porto Murtinho,BR,Estância Regina Airport,-21.01074,-57.35303
SIAE,Guaratinguetá,BR,BASF Guaratinguetá Heliport,-22.78612,-45.17083
SIAF,Sapezal,BR,Fazenda São José Airport,-7.90967,-35.04836
SIAK,São Bernardo do Campo,BR,Volkswagen Heliport,-23.72956,-46.54985
SIAM,Morro Agudo,BR,Fazenda Palmital Airport,-20.69733,-48.28642
SIAN,Porto Alegre,BR,Santa Casa de Misericórdia de Porto Alegre Helipad,-22.96126,-43.65941
SIAP,Aceguá,BR,Roso Airport,-12.99954,-55.21393
SIAQ,Cuiabá,BR,Bom Futuro Airport,-15.50639,-56.09833
SIAV,Carapicuiba,BR,Helicentro Helipark,-23.56482,-46.83023
SIAW,Ulianópolis,BR,Sítio Gurupi Airport,-3.73917,-47.51639
SIBB,São Paulo,BR,Edifício Comendador Alberto Bonfiglioli Helipad,-23.56445,-46.65215
SIBC,Campos dos Goytacazes,BR,Vila de Tocos Airport,-20.67640,-51.03080
SIBE,Fortaleza,BR,Marina Park Heliport,-3.71907,-38.53181
SIBG,São Paulo,BR,Banco Induscred Helipad,-23.56444,-46.65581
SIBH,São Paulo,BR,Helicidade Helipad,-23.54681,-46.73712
SIBI,Guarujá,BR,GF Taxi Aéreo Heliport,-24.00291,-46.28910
SIBL,Belém,BR,Clínica Porto Dias Heliport,-1.43755,-48.45861
SIBM,São Caetano do Sul,BR,Hanger ABC Heliport,-23.61706,-46.58058
SIBO,Boa Esperança,BR,Sítio São Luiz Airport,-18.30885,-45.29456
SIBS,São Sebastião,BR,Terminal Petrobras - São Sebastião Heliport,-23.51196,-46.71026
SIBT,Americana,BR,Transportadora Americana II Heliport,-22.73228,-47.28621
SIBU,Catolé do Rocha,BR,Jerônimo Sérgio Rosado Maia Airport,-6.36253,-37.75620
SIBV,Nova Alvorada do Sul,BR,Fazenda Bela Vista Airport,-21.45033,-54.48951
SIBW,Conceição,BR,Conceição Airport,-7.55823,-38.49650
SIBX,Buritama,BR,WEM Agropecuária Airport,-21.09176,-50.24378
SIBY,Monteiro,BR,Lourival Nunes de Farias Airport,-7.87824,-37.14000
SIBZ,Itaporanga,BR,Itaporanga Airport,-7.31166,-38.11270
SICC,Araras,BR,Fazenda Campo Alto Heliport,-22.38890,-47.28439
SICD,Cardoso Moreira,BR,Mima 2 Heliport,-21.57852,-41.44627
SICG,Osasco,BR,Rede TV Helipad,-23.52083,-46.76296
SICJ,Sapezal,BR,Gaivota Aviação Agrícola Airport,-13.46263,-58.77833
SICK,Capelinha,BR,Dr. Jucelino José Ribeiro Airport,-17.68061,-42.52943
SICL,Angra dos Reis,BR,Praia da Piraquara Heliport,-22.98522,-44.43883
SICM,Brasilândia,BR,Fazenda Nossa Senhora de Fátima Airport,-21.53944,-52.11174
SICN,Sandovalina,BR,Fazenda Vista Bonita Airport,-22.50652,-51.81670
SICO,Lucas Do Rio Verde,BR,Aviação Estrela Bôscoli Airport,-19.93750,-40.41157
SICP,Faxinal,BR,Associação Aeroclube de Faxinal Airport,-16.79946,-46.74463
SICQ,Cuiabá,BR,Fazenda Luar Airport,-15.55454,-55.69090
SICS,Brasília,BR,Base Resgate Heliport,-13.67169,-55.53336
SICT,Campinas,BR,Elektro Heliport,-22.99669,-47.10639
SICV,Guarujá,BR,Porto Marina Asturias Heliport,-24.00058,-46.29357
SICW,Campo Alegre de Goiás,BR,Fazenda Santa Fé Airport,-17.45363,-47.82501
SICX,Salvador,BR,Edifício Salvador Trade Center Heliport,-12.98393,-38.45361
SICY,Chapada,BR,Fazenda do Cedro Airport,-5.46227,-49.77277
